-0.000000000, 0.998307168, -0.000000531
-0.000000001, 0.998312413, -0.000017813
0.000000001, 0.998312413, -0.000093850
0.000000030, 0.998312413, -0.000152607
0.000000044, 0.998312413, -0.000114588
0.000000041, 0.998312413, -0.000042006
0.000000035, 0.998312413, -0.000066200
0.000000034, 0.998312413, -0.000031638
0.000000033, 0.998312413, 0.000078962
0.000000029, 0.998312413, 0.000161912
0.000000068, 0.998312354, 0.000262144
0.000000079, 0.998312354, 0.000307075
0.000000022, 0.998312354, 0.000379657
-0.000000032, 0.998312294, 0.000493714
-0.000000030, 0.998312234, 0.000524820
-0.000000030, 0.998312234, 0.000524820
-0.000000022, 0.998312234, 0.000542102
0.000000036, 0.998312234, 0.000535189
0.000000054, 0.998312234, 0.000566295
-0.000000018, 0.998312234, 0.000618139
-0.000000039, 0.998312175, 0.000663071
-0.000000047, 0.998312115, 0.000784040
-0.000000167, 0.998311996, 0.000891184
-0.000000197, 0.998312056, 0.000846253
-0.000000184, 0.998312115, 0.000735652
-0.000000146, 0.998312234, 0.000566295
-0.000000136, 0.998312294, 0.000504083
-0.000000168, 0.998312234, 0.000580120
-0.000000166, 0.998312234, 0.000607770
-0.000000166, 0.998312175, 0.000642333
-0.000000253, 0.998312234, 0.000697633
-0.000000359, 0.998312115, 0.000714915
0.000001144, 0.998307287, 0.003179223
0.000007321, 0.998297393, 0.005477610
0.000010026, 0.998297750, 0.005408483
0.000010332, 0.998297095, 0.005529450
0.000011821, 0.998300969, 0.004775991
0.000031754, 0.998287856, 0.006994807
0.000256737, 0.998253345, 0.010845673
0.000378520, 0.998306632, 0.003353100
0.000385418, 0.998218238, 0.013696383
-0.000052225, 0.998292982, 0.006214634
0.003271632, 0.997138142, -0.048201814
0.003246083, 0.998071134, -0.021654859
0.005544025, 0.996909499, 0.053500045
0.007062801, 0.996207356, 0.064406551
0.005472866, 0.998138964, 0.017593175
0.010007340, 0.997077345, -0.049091789
0.008511687, 0.997973382, -0.024549907
0.018122550, 0.991740047, 0.115961149
0.011619657, 0.982424259, 0.177052438
0.004052974, 0.997428059, 0.048858754
0.009099618, 0.996833026, -0.056928936
0.008926649, 0.998267292, -0.000884149
0.022093057, 0.988787889, 0.138179078
0.036367192, 0.969542086, 0.235740244
0.015827141, 0.982853055, 0.174455791
0.005596538, 0.994534432, 0.087857075
0.010670002, 0.994158685, 0.090345725
0.027961550, 0.979335963, 0.192482843
0.030746478, 0.957203626, 0.282255381
-0.000561130, 0.978947579, 0.196445733
-0.015658151, 0.991737842, 0.114193357
-0.005437125, 0.983678400, 0.170191481
0.018935525, 0.959633409, 0.275171101
0.021846245, 0.942442357, 0.328547030
0.000479067, 0.951473712, 0.302194267
-0.002288928, 0.969644963, 0.237603738
0.029489887, 0.953582704, 0.294036954
0.069098874, 0.915946900, 0.391469031
0.038915678, 0.936370909, 0.344002068
0.008433938, 0.962185740, 0.266418367
0.018379336, 0.959269165, 0.275847434
0.046774119, 0.924417912, 0.374468594
0.049306899, 0.915833592, 0.394263863
0.024691926, 0.954196333, 0.293187916
0.021630043, 0.972792446, 0.223411276
0.043966952, 0.948524773, 0.308526903
0.073136605, 0.913127362, 0.397164553
0.050237216, 0.929777264, 0.360015481
0.021240131, 0.949861586, 0.306564122
0.034650556, 0.944601655, 0.321175038
0.065727628, 0.912251174, 0.400367826
0.067317284, 0.905794262, 0.414284974
0.044817239, 0.935200273, 0.346619248
0.042683299, 0.953569412, 0.292405307
0.055154416, 0.945907413, 0.314392894
0.060796704, 0.929261744, 0.359717696
0.065433003, 0.929794549, 0.357530623
0.071307629, 0.929427385, 0.357361912
0.055206645, 0.936293959, 0.341953068
0.043195217, 0.952736675, 0.295036256
0.052438005, 0.946615219, 0.312724053
0.056799456, 0.931126654, 0.355525642
0.053220201, 0.939372539, 0.333725720
0.057970028, 0.939888477, 0.331476360
0.069925665, 0.923739790, 0.372070729
0.057875230, 0.928065538, 0.363279044
0.043980706, 0.949699521, 0.304623663
0.049499407, 0.951171517, 0.299081891
0.053192980, 0.939153552, 0.334342032
0.052850369, 0.942716896, 0.324220806
0.064133577, 0.942033350, 0.324171751
0.070462688, 0.934702873, 0.343499571
0.063093073, 0.944077551, 0.318374216
0.063950963, 0.951595008, 0.294962972
0.075587280, 0.939358890, 0.329415827
0.078350894, 0.932714402, 0.347176462
0.062913954, 0.949308037, 0.302449375
0.059009924, 0.959302484, 0.269964486
0.071308411, 0.947775006, 0.305386424
0.073266491, 0.942228198, 0.321659445
0.061633583, 0.957143664, 0.276943147
0.065393239, 0.959803640, 0.266698271
0.085189335, 0.947430729, 0.302886486
0.079819940, 0.948762178, 0.300177901
0.076393470, 0.961802303, 0.256362229
0.092796459, 0.958479702, 0.263310134
0.100860305, 0.946311652, 0.301569849
0.092710211, 0.956380069, 0.270862162
0.087260410, 0.968147158, 0.227372184
0.094389110, 0.955994188, 0.271637827
0.109222486, 0.936468243, 0.328222066
0.095517456, 0.944284558, 0.309562325
0.080828480, 0.961034119, 0.257870942
0.093656159, 0.951380252, 0.287625700
0.112260937, 0.930057346, 0.345013141
0.096536070, 0.947348594, 0.299718141
0.084152556, 0.969914793, 0.221297800
0.098407953, 0.959201157, 0.258595645
0.122781135, 0.932626187, 0.334519326
0.117590084, 0.939063787, 0.317739516
0.098256364, 0.961981713, 0.248355373
0.095722623, 0.969327569, 0.218783229
0.111354939, 0.946071922, 0.298880457
0.123666711, 0.923755407, 0.357813417
0.111904546, 0.933460056, 0.335790514
0.098088771, 0.944199919, 0.309014141
0.101488336, 0.948667228, 0.293866425
0.109278686, 0.950231671, 0.285911321
0.114026382, 0.952085852, 0.277773112
0.118692003, 0.952464997, 0.274499535
0.121308505, 0.952834188, 0.272064000
0.121377557, 0.952502965, 0.273191064
0.121382996, 0.951570391, 0.276419222
0.121316701, 0.953243076, 0.270624160
0.121626205, 0.950916111, 0.278555124
0.122027799, 0.946909368, 0.291717261
0.122075453, 0.946889400, 0.291763037
0.122076459, 0.946875274, 0.291808515
0.122069388, 0.946877300, 0.291804909
0.122094638, 0.946906566, 0.291699260
0.122077494, 0.946923851, 0.291650742
0.122041136, 0.946942925, 0.291603624
0.122047193, 0.946953117, 0.291568338
0.122141987, 0.947034835, 0.291263043
0.122303463, 0.946934938, 0.291519939
0.122594512, 0.946777284, 0.291909426
0.122850894, 0.946502864, 0.292690247
0.122597210, 0.946402490, 0.293120920
0.123584292, 0.947706997, 0.288454353
0.124618522, 0.948855757, 0.284201830
0.124531134, 0.949068009, 0.283530622
0.124512732, 0.949509561, 0.282056629
0.124318234, 0.949866116, 0.280939519
0.124255113, 0.949984729, 0.280566275
0.124248318, 0.950040042, 0.280381798
0.124290063, 0.950038075, 0.280369877
0.124309487, 0.950012862, 0.280446797
0.124329872, 0.949991464, 0.280510097
0.124349310, 0.949973106, 0.280564010
0.124337658, 0.949962437, 0.280605345
0.124359019, 0.949961364, 0.280599147
0.124375544, 0.949954569, 0.280614852
0.124391078, 0.949947774, 0.280630975
0.124396912, 0.949952602, 0.280611932
0.124359995, 0.949947774, 0.280644744
0.124366804, 0.949924468, 0.280720651
0.124390132, 0.949916660, 0.280736595
0.124379456, 0.949877858, 0.280872881
0.124403752, 0.949871957, 0.280881822
0.124467901, 0.949909865, 0.280725151
0.124497056, 0.949905991, 0.280725389
0.124507777, 0.949866235, 0.280855506
0.124508731, 0.949840843, 0.280940532
0.124545693, 0.949834048, 0.280947178
0.124577783, 0.949838876, 0.280916482
0.124559320, 0.949857354, 0.280862182
0.124559327, 0.949850678, 0.280885219
0.124567098, 0.949891507, 0.280743658
0.124554462, 0.949945807, 0.280565083
0.124541841, 0.949963271, 0.280511498
0.124542824, 0.949976027, 0.280468344
0.124532140, 0.950016796, 0.280334949
0.124525353, 0.950055599, 0.280206412
0.124530218, 0.950072109, 0.280148327
0.124535046, 0.950088500, 0.280090212
0.124523393, 0.950085580, 0.280105262
0.124533116, 0.950051665, 0.280216068
0.124569982, 0.950037121, 0.280249029
0.124591305, 0.950095355, 0.280042201
0.124612621, 0.950176656, 0.279756367
0.124635852, 0.950218319, 0.279604554
0.124631017, 0.950224101, 0.279586970
0.124605856, 0.950246393, 0.279522538
0.124591320, 0.950258970, 0.279486238
0.124602936, 0.950262844, 0.279467910
0.124636799, 0.950271546, 0.279423207
0.124646469, 0.950265765, 0.279438644
0.124632932, 0.950272560, 0.279421657
0.124627120, 0.950298666, 0.279335409
0.124634869, 0.950296759, 0.279338538
0.124664843, 0.950286149, 0.279361367
0.124670654, 0.950296759, 0.279322594
0.124642580, 0.950281202, 0.279387712
0.124615490, 0.950274407, 0.279422819
0.124586470, 0.950283110, 0.279406160
0.124582603, 0.950306355, 0.279328912
0.124575845, 0.950325787, 0.279266148
0.124553598, 0.950329542, 0.279262870
0.124570034, 0.950359523, 0.279153555
0.124596111, 0.950385630, 0.279053062
0.124609641, 0.950395405, 0.279014140
0.124621227, 0.950375974, 0.279074728
0.124633803, 0.950314104, 0.279279679
0.124639615, 0.950265765, 0.279441595
0.124649278, 0.950284123, 0.279374778
0.124664753, 0.950287997, 0.279354721
0.124665707, 0.950267672, 0.279423385
0.124704420, 0.950265765, 0.279412686
0.124737292, 0.950271546, 0.279378265
0.124736323, 0.950292825, 0.279306322
0.124740213, 0.950310349, 0.279245406
0.124767273, 0.950301587, 0.279262900
0.124791435, 0.950304508, 0.279242217
0.124776922, 0.950318932, 0.279199331
0.124747917, 0.950306355, 0.279255062
0.124773077, 0.950282275, 0.279326111
0.124792397, 0.950292825, 0.279281258
0.124743081, 0.950308322, 0.279250651
0.124701499, 0.950280308, 0.279364645
0.124680221, 0.950242578, 0.279502451
0.124690867, 0.950219333, 0.279576659
0.124715045, 0.950245440, 0.279477030
0.124726645, 0.950284123, 0.279340267
0.124747917, 0.950301527, 0.279271543
0.124778844, 0.950292825, 0.279287338
0.124803990, 0.950311183, 0.279213607
0.124821387, 0.950333416, 0.279130160
0.124813653, 0.950295746, 0.279261946
